tid,name,num,ts,grade,lng,lat,dist_km
3304099,沙德尔,2618,202609010400,TS,114,19.9,1245.2
3304099,沙德尔,2618,202609010500,TS,114.2,19.9,1236.5
3304099,沙德尔,2618,202609010600,TS,114.4,19.9,1228.0
3304099,沙德尔,2618,202609010700,TS,114.6,20,1209.7
3304099,沙德尔,2618,202609010800,TS,114.8,20.1,1191.6
3304099,沙德尔,2618,202609010900,TS,115.1,20.2,1169.7
3304099,沙德尔,2618,202609011000,TS,115.3,20.3,1152.0
3304099,沙德尔,2618,202609011100,TS,115.4,20.4,1138.0
3304099,沙德尔,2618,202609011200,TS,115.9,20.8,1078.9
3304099,沙德尔,2618,202609011300,TS,116,20.9,1065.1
3304099,沙德尔,2618,202609011400,TS,116.1,21,1051.3
3304099,沙德尔,2618,202609011500,TS,116.2,21.1,1037.6
3304099,沙德尔,2618,202609011600,TS,116.3,21.2,1023.8
3304099,沙德尔,2618,202609011700,TS,116.3,21.2,1023.8
3304099,沙德尔,2618,202609011800,TS,116.5,21.3,1006.9
3304099,沙德尔,2618,202609011900,TS,116.6,21.5,982.8
3304099,沙德尔,2618,202609012000,TS,116.8,21.7,955.6
3304099,沙德尔,2618,202609012100,TS,116.8,21.7,955.6
3304099,沙德尔,2618,202609012200,TS,116.9,21.8,942.1
3304099,沙德尔,2618,202609012300,TS,116.9,21.8,942.1
3304099,沙德尔,2618,202609020000,TS,117,21.9,928.5
3304099,沙德尔,2618,202609020100,TS,117.1,22,915.1
3304099,沙德尔,2618,202609020200,TS,117.1,22,915.1
3304099,沙德尔,2618,202609020300,TS,117.1,22.1,904.5
3304099,沙德尔,2618,202609020400,TS,117.1,22.1,904.5
3304099,沙德尔,2618,202609020500,TS,117.2,22.1,901.6
3304099,沙德尔,2618,202609020600,TS,117.4,22.1,896.2
3304099,沙德尔,2618,202609020700,TS,117.5,22.1,893.6
3304099,沙德尔,2618,202609020800,TS,117.7,22.2,878.0
3304099,沙德尔,2618,202609020900,TS,117.8,22.3,864.9
3304099,沙德尔,2618,202609021000,TS,117.8,22.4,854.1
3304099,沙德尔,2618,202609021100,TS,117.8,22.5,843.4
3304099,沙德尔,2618,202609021200,TS,117.8,22.6,832.6
3304099,沙德尔,2618,202609021300,TS,117.9,22.8,808.7
3304099,沙德尔,2618,202609021400,TS,118,22.9,795.7
3304099,沙德尔,2618,202609021500,TS,118.1,22.9,793.5
3304099,沙德尔,2618,202609021600,TS,118.2,23,780.5
3304099,沙德尔,2618,202609021700,TS,118.3,23.1,767.7
3304099,沙德尔,2618,202609021800,TS,118.3,23.2,756.8
3304099,沙德尔,2618,202609021900,TS,118.2,23.3,748.0
3304099,沙德尔,2618,202609022000,TS,118,23.5,731.1
3304099,沙德尔,2618,202609022100,STS,117.8,23.7,714.9
3304099,沙德尔,2618,202609022200,STS,117.7,23.8,707.1
3304099,沙德尔,2618,202609022300,TS,117.6,23.9,699.6
3304099,沙德尔,2618,202609030000,TS,117.4,23.9,706.0
3304099,沙德尔,2618,202609030100,TS,117.3,23.9,709.4
3304099,沙德尔,2618,202609030200,TS,117.1,24.1,696.0
3304099,沙德尔,2618,202609030300,TS,116.9,24.2,693.7
3304099,沙德尔,2618,202609030400,TS,116.7,24.2,702.0
3304099,沙德尔,2618,202609030500,TS,116.6,24.2,706.3
3304099,沙德尔,2618,202609030600,TD,116.3,24.4,700.5
3302529,浪卡,2617,202608120000,TS,141.7,21.8,2278.9
3302529,浪卡,2617,202608120300,TS,142.3,21.5,2345.1
3302529,浪卡,2617,202608120600,TS,143.5,22.3,2419.3
3302529,浪卡,2617,202608120900,TS,144.6,22.8,2500.9
3302529,浪卡,2617,202608121200,TS,145.3,22.9,2561.6
3302529,浪卡,2617,202608121500,TS,146.1,23.6,2613.4
3302529,浪卡,2617,202608121800,TS,147,24.8,2665.7
3302529,浪卡,2617,202608122100,TS,148,25.8,2739.4
3302529,浪卡,2617,202608130000,TS,148.5,26.5,2775.3
3302529,浪卡,2617,202608130300,TS,148.9,26.9,2807.9
3302529,浪卡,2617,202608130600,TS,149.6,27.6,2867.0
3302529,浪卡,2617,202608130900,TS,150.1,27.9,2912.2
3302529,浪卡,2617,202608131200,TS,150.7,28.3,2966.9
3302529,浪卡,2617,202608131500,TS,151.3,28.4,3023.9
3302529,浪卡,2617,202608131800,TS,152.5,28.6,3138.2
3302529,浪卡,2617,202608132100,TS,153.5,28.8,3233.4
3302529,浪卡,2617,202608140000,TS,153.9,28.9,3271.5
3302529,浪卡,2617,202608140300,TS,154.2,29,3300.1
3302529,浪卡,2617,202608140600,TD,154.3,29,3309.7
3302529,浪卡,2617,202608140900,TD,154.4,29,3319.3
3299347,琵鹭,2616,202608090600,TS,142.6,21.2,2384.9
3299347,琵鹭,2616,202608090900,TS,143.4,21.1,2459.9
3299347,琵鹭,2616,202608091200,TS,143.9,21.1,2504.2
3299347,琵鹭,2616,202608091500,TS,145,20.8,2614.7
3299347,琵鹭,2616,202608091800,TS,146.4,20.6,2747.8
3299347,琵鹭,2616,202608092100,TS,147.2,20.5,2823.4
3299347,琵鹭,2616,202608100000,TS,148.4,20.7,2923.3
3299347,琵鹭,2616,202608100300,TS,149.7,21.1,3026.3
3299347,琵鹭,2616,202608100600,TS,150.8,21.1,3126.8
3299347,琵鹭,2616,202608100900,TS,151.6,21.4,3190.1
3299347,琵鹭,2616,202608101200,TS,152.4,22.2,3239.3
3299347,琵鹭,2616,202608101500,TS,153.2,22.7,3299.8
3299347,琵鹭,2616,202608101800,TS,154,23.3,3359.5
3299347,琵鹭,2616,202608102100,TS,154.9,23.8,3432.8
3299347,琵鹭,2616,202608110000,TS,156,24.6,3520.8
3299347,琵鹭,2616,202608110300,TS,156.6,25,3570.8
3299347,琵鹭,2616,202608110600,TS,157.4,25.5,3639.1
3299347,琵鹭,2616,202608110900,TS,158.2,26.1,3707.4
3299347,琵鹭,2616,202608111200,TS,159.1,26.4,3789.9
3299347,琵鹭,2616,202608111500,TS,159.8,26.8,3852.8
3299347,琵鹭,2616,202608111800,TS,160.8,27.7,3941.3
3299347,琵鹭,2616,202608112100,TS,161.3,28,3987.5
3299347,琵鹭,2616,202608120000,TD,162.2,29,4069.8
3290453,灿鸿,2615,202608050600,TS,165.8,19.5,4562.8
3290453,灿鸿,2615,202608050900,TS,165.9,19.9,4561.1
3290453,灿鸿,2615,202608051200,TS,166,21.9,4521.8
3290453,灿鸿,2615,202608051500,TS,165.5,23.2,4448.4
3290453,灿鸿,2615,202608051800,TS,165.4,23.8,4428.3
3290453,灿鸿,2615,202608052100,TS,165.3,24.1,4413.8
3290453,灿鸿,2615,202608060000,TS,165.1,24.6,4387.0
3290453,灿鸿,2615,202608060300,TS,164.7,25.2,4340.4
3290453,灿鸿,2615,202608060600,TS,163.6,26.2,4223.1
3290453,灿鸿,2615,202608060900,TS,162.9,26.8,4150.1
3290453,灿鸿,2615,202608061200,TS,162.3,27.4,4087.5
3290453,灿鸿,2615,202608061500,TS,162,28,4054.7
3290453,灿鸿,2615,202608061800,TS,162,28.4,4052.7
3290453,灿鸿,2615,202608062100,TS,161.7,28.8,4022.3
3290453,灿鸿,2615,202608070000,TS,161.1,29.3,3963.3
3290453,灿鸿,2615,202608070300,TS,160.3,29.5,3886.0
3290453,灿鸿,2615,202608070600,TS,160.3,29.6,3885.9
3290453,灿鸿,2615,202608070900,TS,160.3,29.9,3885.8
3290453,灿鸿,2615,202608071200,TS,159.6,31,3820.5
3290453,灿鸿,2615,202608071500,TS,159.1,31.4,3774.1
3290453,灿鸿,2615,202608071800,TS,158,32,3672.0
3290453,灿鸿,2615,202608072100,TS,157.6,32.1,3634.3
3290453,灿鸿,2615,202608080000,TS,156.6,32.5,3541.7
3290453,灿鸿,2615,202608080300,TS,155.8,32.8,3467.9
3290453,灿鸿,2615,202608080600,TS,155,33.1,3394.6
3290453,灿鸿,2615,202608080900,TS,154,33.2,3300.2
3290453,灿鸿,2615,202608081200,TS,153.2,33.1,3222.4
3290453,灿鸿,2615,202608081500,TS,152.3,32.9,3133.9
3290453,灿鸿,2615,202608081800,TS,151.8,32.7,3083.7
3290453,灿鸿,2615,202608082100,TS,151.3,32.5,3033.6
3290453,灿鸿,2615,202608090000,TS,151.1,32.5,3014.4
3290453,灿鸿,2615,202608090300,TS,150.9,32.3,2993.2
3290453,灿鸿,2615,202608090600,TS,150.7,32.4,2975.0
3290453,灿鸿,2615,202608090900,TS,150.8,32.2,2982.6
3290453,灿鸿,2615,202608091200,TS,150.8,32.3,2983.6
3290453,灿鸿,2615,202608091500,TS,150.6,32.7,2968.8
3290453,灿鸿,2615,202608091800,TS,150.4,33.1,2954.7
3290453,灿鸿,2615,202608092100,TS,150.2,33.4,2939.9
3290453,灿鸿,2615,202608100000,TS,149.8,33.8,2908.0
3290453,灿鸿,2615,202608100300,TS,149.5,34.2,2886.5
3290453,灿鸿,2615,202608100600,TS,149,34.6,2846.9
3290453,灿鸿,2615,202608100900,TS,148.3,35.1,2791.8
3290453,灿鸿,2615,202608101200,TS,147.4,35.3,2711.9
3290453,灿鸿,2615,202608101500,TS,146.9,36,2683.7
3290453,灿鸿,2615,202608101800,TS,146,36.3,2608.9
3290453,灿鸿,2615,202608102100,TS,145.1,36.8,2541.9
3290453,灿鸿,2615,202608110000,TS,143.5,36.8,2395.6
3290453,灿鸿,2615,202608110300,TS,142.8,36.5,2321.1
3290453,灿鸿,2615,202608110600,TS,142.1,36.5,2257.3
3290453,灿鸿,2615,202608110900,TS,141.2,36,2157.4
3290453,灿鸿,2615,202608111200,TS,140.2,36,2066.3
3290453,灿鸿,2615,202608111500,TD,139,35.7,1946.3
3289093,鲸鱼,2614,202608040900,TD,119.1,17.8,1342.1
3289093,鲸鱼,2614,202608041200,TD,119.4,17.6,1362.9
3289093,鲸鱼,2614,202608041500,TD,119.5,17.4,1384.8
3289093,鲸鱼,2614,202608041800,TS,119.8,17.1,1417.5
3289093,鲸鱼,2614,202608042100,TS,119.8,17.1,1417.5
3289093,鲸鱼,2614,202608050000,TS,119.8,17.1,1417.5
3289093,鲸鱼,2614,202608050300,TS,119.8,17.1,1417.5
3289093,鲸鱼,2614,202608050600,TS,119.9,17.4,1384.2
3289093,鲸鱼,2614,202608050900,TS,120,17.7,1350.9
3289093,鲸鱼,2614,202608051200,TS,120.1,17.8,1339.9
3289093,鲸鱼,2614,202608051500,TS,120.1,17.8,1339.9
3289093,鲸鱼,2614,202608051800,TS,120.1,17.8,1339.9
3289093,鲸鱼,2614,202608052100,TS,120.6,17.8,1341.3
3289093,鲸鱼,2614,202608060000,TD,120.9,17.7,1354.1
3285913,热带低压,20260015,202608011200,TD,125.5,14.7,1767.2
3285913,热带低压,20260015,202608011500,TD,125.3,14.8,1750.8
3285913,热带低压,20260015,202608011800,TD,125,15,1721.2
3285913,热带低压,20260015,202608012100,TD,124.9,15.1,1707.8
3285913,热带低压,20260015,202608020000,TD,124.9,15.1,1707.8
3285913,热带低压,20260015,202608020300,TD,124.8,15.2,1694.5
3285913,热带低压,20260015,202608020600,TD,124.6,15.3,1678.6
3285913,热带低压,20260015,202608020900,TD,124.3,15.6,1638.9
3285913,热带低压,20260015,202608021200,TD,124.1,15.8,1612.5
3285913,热带低压,20260015,202608021500,TD,124,15.9,1599.4
3285913,热带低压,20260015,202608021800,TD,123.9,16,1586.3
3285913,热带低压,20260015,202608022100,TD,123.8,16.2,1562.4
3285913,热带低压,20260015,202608030000,TD,123.4,16.5,1521.2
3279904,白海豚,2613,202607270600,TS,176.9,13.2,5787.4
3279904,白海豚,2613,202607270900,TS,176.4,13.3,5738.2
3279904,白海豚,2613,202607271200,TS,175.3,13.6,5627.3
3279904,白海豚,2613,202607271500,TS,174.6,13.6,5563.5
3279904,白海豚,2613,202607271800,TS,173.7,13.4,5489.0
3279904,白海豚,2613,202607272100,STS,173.4,13,5476.8
3279904,白海豚,2613,202607280000,STS,172.9,13.1,5427.8
3279904,白海豚,2613,202607280300,TY,172.3,13.1,5373.6
3279904,白海豚,2613,202607280600,TY,171.8,13.3,5320.7
3279904,白海豚,2613,202607280900,STY,171.2,13.3,5266.6
3279904,白海豚,2613,202607281200,STY,170.8,13.4,5226.6
3279904,白海豚,2613,202607281500,STY,170.4,13.5,5186.7
3279904,白海豚,2613,202607281800,SuperTY,170,13.6,5146.7
3279904,白海豚,2613,202607282100,SuperTY,169.6,13.9,5099.0
3279904,白海豚,2613,202607290000,SuperTY,169.2,14.1,5055.2
3279904,白海豚,2613,202607290300,SuperTY,168.8,14.4,5007.6
3279904,白海豚,2613,202607290600,STY,168.4,14.7,4960.0
3279904,白海豚,2613,202607290900,SuperTY,168,14.8,4920.0
3279904,白海豚,2613,202607291200,SuperTY,167.7,15.2,4877.9
3279904,白海豚,2613,202607291500,SuperTY,167.3,15.5,4830.5
3279904,白海豚,2613,202607291800,SuperTY,166.8,15.8,4774.1
3279904,白海豚,2613,202607292100,SuperTY,166.3,16.1,4717.8
3279904,白海豚,2613,202607300000,SuperTY,165.8,16.4,4661.5
3279904,白海豚,2613,202607300300,SuperTY,165.3,16.6,4608.8
3279904,白海豚,2613,202607300600,SuperTY,164.9,16.8,4565.2
3279904,白海豚,2613,202607300900,SuperTY,164.5,17.1,4518.2
3279904,白海豚,2613,202607301200,SuperTY,163.9,17.4,4452.9
3279904,白海豚,2613,202607301500,SuperTY,163.4,17.7,4396.8
3279904,白海豚,2613,202607301800,SuperTY,163.1,17.8,4366.0
3279904,白海豚,2613,202607302100,SuperTY,162.5,18,4304.2
3279904,白海豚,2613,202607310000,SuperTY,162,18.2,4251.6
3279904,白海豚,2613,202607310300,SuperTY,161.5,18.4,4199.0
3279904,白海豚,2613,202607310600,SuperTY,161,18.6,4146.4
3279904,白海豚,2613,202607310900,SuperTY,160.5,18.9,4090.5
3279904,白海豚,2613,202607311200,SuperTY,160.2,19.1,4056.3
3279904,白海豚,2613,202607311500,SuperTY,159.8,19.5,4006.6
3279904,白海豚,2613,202607311800,SuperTY,159.2,19.8,3941.7
3279904,白海豚,2613,202607312100,SuperTY,158.8,20,3898.5
3279904,白海豚,2613,202608010000,SuperTY,158.4,20.2,3855.3
3279904,白海豚,2613,202608010300,SuperTY,158,20.4,3812.2
3279904,白海豚,2613,202608010600,SuperTY,157.5,20.8,3753.8
3279904,白海豚,2613,202608010900,SuperTY,156.9,21.3,3683.5
3279904,白海豚,2613,202608011200,SuperTY,156.2,21.6,3609.8
3279904,白海豚,2613,202608011500,SuperTY,155.6,21.8,3548.3
3279904,白海豚,2613,202608011800,SuperTY,155.1,22.1,3493.4
3279904,白海豚,2613,202608012100,SuperTY,154.3,22.5,3407.9
3279904,白海豚,2613,202608020000,SuperTY,153.6,22.7,3337.2
3279904,白海豚,2613,202608020300,SuperTY,152.8,23,3254.5
3279904,白海豚,2613,202608020600,SuperTY,152.3,23.2,3202.5
3279904,白海豚,2613,202608020900,SuperTY,151.6,23.4,3131.8
3279904,白海豚,2613,202608021200,SuperTY,151.1,23.6,3079.9
3279904,白海豚,2613,202608021500,SuperTY,150.4,23.8,3009.3
3279904,白海豚,2613,202608021800,SuperTY,149.6,24,2929.3
3279904,白海豚,2613,202608022100,SuperTY,149,24.2,2868.0
3279904,白海豚,2613,202608030000,STY,148.4,24.4,2806.8
3279904,白海豚,2613,202608030300,STY,147.9,24.6,2755.1
3279904,白海豚,2613,202608030600,STY,147.1,25,2670.5
3279904,白海豚,2613,202608030900,STY,146.5,25.1,2611.7
3279904,白海豚,2613,202608031200,STY,145.6,25,2529.3
3279904,白海豚,2613,202608031500,STY,145.2,25.1,2489.3
3279904,白海豚,2613,202608031800,STY,144.2,25.2,2392.9
3279904,白海豚,2613,202608032100,STY,143.7,25.2,2346.0
3279904,白海豚,2613,202608040000,STY,143.2,25.2,2299.0
3279904,白海豚,2613,202608040300,STY,142.6,25.2,2242.8
3279904,白海豚,2613,202608040600,SuperTY,141.9,25.3,2174.7
3279904,白海豚,2613,202608040900,SuperTY,141.3,25.3,2118.6
3279904,白海豚,2613,202608041200,SuperTY,140.6,25.2,2056.0
3279904,白海豚,2613,202608041500,SuperTY,140.1,25.3,2006.6
3279904,白海豚,2613,202608041800,SuperTY,139.4,25.4,1938.6
3279904,白海豚,2613,202608042100,STY,138.9,25.4,1892.2
3279904,白海豚,2613,202608050000,STY,138.3,25.4,1836.5
3279904,白海豚,2613,202608050300,STY,137.9,25.5,1796.4
3279904,白海豚,2613,202608050600,STY,137.4,25.6,1747.1
3279904,白海豚,2613,202608050900,STY,136.9,25.8,1694.8
3279904,白海豚,2613,202608051200,STY,136.1,26,1614.6
3279904,白海豚,2613,202608051500,STY,135.7,26,1577.5
3279904,白海豚,2613,202608051800,STY,135.2,26.2,1525.2
3279904,白海豚,2613,202608052100,STY,134.3,26.4,1435.8
3279904,白海豚,2613,202608060000,STY,133.7,26.3,1383.4
3279904,白海豚,2613,202608060300,STY,133.3,26.4,1343.3
3279904,白海豚,2613,202608060600,STY,132.7,26.6,1281.6
3279904,白海豚,2613,202608060900,STY,132,26.6,1217.2
3279904,白海豚,2613,202608061200,STY,131.5,26.5,1174.8
3279904,白海豚,2613,202608061500,STY,131.1,26.6,1134.8
3279904,白海豚,2613,202608061800,STY,130.5,26.9,1069.5
3279904,白海豚,2613,202608062100,STY,129.8,27.2,995.2
3279904,白海豚,2613,202608070000,STY,129,27.2,922.0
3279904,白海豚,2613,202608070300,STY,128.3,27.1,862.3
3279904,白海豚,2613,202608070600,STY,128.1,26.8,857.1
3279904,白海豚,2613,202608070900,STY,128,26.9,843.8
3279904,白海豚,2613,202608071200,STY,127.3,27.2,768.8
3279904,白海豚,2613,202608071400,STY,126.7,27.1,720.5
3279904,白海豚,2613,202608071500,STY,126.5,26.9,713.2
3279904,白海豚,2613,202608071600,STY,126.5,26.8,718.4
3279904,白海豚,2613,202608071700,STY,126.5,26.7,723.7
3279904,白海豚,2613,202608071800,STY,126.5,26.6,729.2
3279904,白海豚,2613,202608071900,STY,126.6,26.6,737.5
3279904,白海豚,2613,202608072000,STY,126.6,26.7,732.1
3279904,白海豚,2613,202608072100,STY,126.6,26.8,726.8
3279904,白海豚,2613,202608072200,STY,126.4,26.9,704.6
3279904,白海豚,2613,202608072300,STY,126.3,26.9,696.1
3279904,白海豚,2613,202608080000,STY,126.1,27,673.9
3279904,白海豚,2613,202608080100,STY,125.9,27,657.0
3279904,白海豚,2613,202608080200,STY,125.7,27,640.3
3279904,白海豚,2613,202608080300,STY,125.5,27,623.6
3279904,白海豚,2613,202608080400,STY,125.4,27,615.4
3279904,白海豚,2613,202608080500,STY,125.3,27,607.2
3279904,白海豚,2613,202608080600,STY,125.2,26.9,605.0
3279904,白海豚,2613,202608080700,STY,125.2,26.9,605.0
3279904,白海豚,2613,202608080800,STY,125.1,26.9,596.9
3279904,白海豚,2613,202608080900,STY,125,26.9,588.9
3279904,白海豚,2613,202608081000,STY,124.9,26.9,581.0
3279904,白海豚,2613,202608081100,STY,124.9,26.9,581.0
3279904,白海豚,2613,202608081200,STY,124.8,27,566.8
3279904,白海豚,2613,202608081300,STY,124.7,27,558.8
3279904,白海豚,2613,202608081400,STY,124.5,27.1,536.7
3279904,白海豚,2613,202608081500,STY,124.3,27.1,521.0
3279904,白海豚,2613,202608081600,STY,124,27.1,498.0
3279904,白海豚,2613,202608081700,STY,124,27.1,498.0
3279904,白海豚,2613,202608081800,STY,124,27.1,498.0
3279904,白海豚,2613,202608081900,STY,123.9,27.2,483.6
3279904,白海豚,2613,202608082000,STY,123.8,27.3,469.2
3279904,白海豚,2613,202608082100,STY,123.7,27.4,454.8
3279904,白海豚,2613,202608082200,STY,123.6,27.5,440.4
3279904,白海豚,2613,202608082300,STY,123.6,27.5,440.4
3279904,白海豚,2613,202608090000,STY,123.3,27.7,404.0
3279904,白海豚,2613,202608090100,STY,123.1,27.9,375.4
3279904,白海豚,2613,202608090200,STY,122.9,27.9,359.9
3279904,白海豚,2613,202608090300,STY,122.7,28,337.9
3279904,白海豚,2613,202608090400,STY,122.4,28.1,308.4
3279904,白海豚,2613,202608090500,STY,122.2,28.1,293.8
3279904,白海豚,2613,202608090600,STY,122,28.1,279.8
3279904,白海豚,2613,202608090700,STY,121.8,28.1,266.5
3279904,白海豚,2613,202608090800,STY,121.6,28.1,253.8
3279904,白海豚,2613,202608090900,STY,121.4,28.1,242.1
3279904,白海豚,2613,202608091000,STY,121.1,28.1,226.5
3279904,白海豚,2613,202608091100,TY,120.9,28,227.6
3279904,白海豚,2613,202608091200,TY,120.6,27.8,238.6
3279904,白海豚,2613,202608091300,TY,120.4,27.7,245.1
3279904,白海豚,2613,202608091400,STS,120.1,27.6,252.5
3279904,白海豚,2613,202608091500,STS,120.1,27.5,263.6
3279904,白海豚,2613,202608091600,STS,120,27.5,263.2
3279904,白海豚,2613,202608091700,TS,119.8,27.5,263.4
3279904,白海豚,2613,202608091800,TS,119.6,27.5,265.0
3279904,白海豚,2613,202608091900,TS,119.5,27.5,266.3
3279904,白海豚,2613,202608092000,TS,119.4,27.5,268.0
3279904,白海豚,2613,202608092100,TS,119.3,27.6,259.2
3279904,白海豚,2613,202608092200,TS,119.2,27.7,250.9
3279904,白海豚,2613,202608092300,TS,119.1,27.8,243.3
3279904,白海豚,2613,202608100000,TS,119.1,27.9,232.8
3279904,白海豚,2613,202608100100,TS,119.1,27.9,232.8
3279904,白海豚,2613,202608100200,TS,119,28.2,205.9
3279904,白海豚,2613,202608100300,TS,118.8,28.3,205.4
3279904,白海豚,2613,202608100400,TS,118.6,28.4,207.4
3279904,白海豚,2613,202608100500,TS,118.4,28.4,219.8
3279904,白海豚,2613,202608100600,TS,118.2,28.5,225.5
3279904,白海豚,2613,202608100700,TS,118,28.6,233.2
3279904,白海豚,2613,202608100800,TS,117.9,28.7,234.6
3279904,白海豚,2613,202608100900,TS,117.8,28.9,231.6
3279904,白海豚,2613,202608101000,TS,117.8,29,226.6
3279904,白海豚,2613,202608101100,TS,117.7,29,235.4
3279904,白海豚,2613,202608101200,TS,117.6,29.1,240.0
3279904,白海豚,2613,202608101300,TS,117.5,29.2,245.4
3279904,白海豚,2613,202608101400,TS,117.3,29.3,260.9
3279904,白海豚,2613,202608101500,TS,117.2,29.3,270.3
3279904,白海豚,2613,202608101600,TS,117.2,29.3,270.3
3279904,白海豚,2613,202608101700,TS,117,29.3,289.0
3279904,白海豚,2613,202608101800,TS,117,29.4,286.8
3279904,白海豚,2613,202608101900,TS,116.9,29.6,293.2
3279904,白海豚,2613,202608102000,TS,116.6,29.9,320.5
3279904,白海豚,2613,202608102100,TS,116.2,30.2,360.9
3279904,白海豚,2613,202608102200,TS,116,30.3,381.3
3279904,白海豚,2613,202608102300,TS,115.8,30.4,401.9
3279904,白海豚,2613,202608110000,TS,115.6,30.5,422.6
3279904,白海豚,2613,202608110100,TS,115.5,30.7,436.2
3279904,白海豚,2613,202608110200,TS,115.5,30.9,441.5
3279904,白海豚,2613,202608110300,TD,115.4,30.9,450.8
3279904,白海豚,2613,202608110600,TD,115.1,31,481.5
3277083,红霞,2612,202607222100,TD,130.4,15.8,1858.7
3277083,红霞,2612,202607230000,TD,129.5,16.2,1775.1
3277083,红霞,2612,202607230300,TD,129.1,16.6,1717.2
3277083,红霞,2612,202607230600,TD,128.3,17.1,1630.4
3277083,红霞,2612,202607230900,TD,127.5,17.4,1564.2
3277083,红霞,2612,202607231200,TD,126.3,17.7,1483.5
3277083,红霞,2612,202607231500,TD,125.3,18,1415.3
3277083,红霞,2612,202607231800,TS,125.1,18.1,1398.0
3277083,红霞,2612,202607232100,TS,124.6,18.2,1371.1
3277083,红霞,2612,202607240000,TS,123.9,18.2,1350.6
3277083,红霞,2612,202607240300,TS,123,18.7,1274.6
3277083,红霞,2612,202607240600,TS,122.2,19,1226.2
3277083,红霞,2612,202607240900,STS,121.6,19.2,1195.2
3277083,红霞,2612,202607241000,STS,121.4,19.3,1181.8
3277083,红霞,2612,202607241100,STS,121.2,19.4,1168.6
3277083,红霞,2612,202607241200,STS,120.9,19.5,1154.9
3277083,红霞,2612,202607241300,STS,120.6,19.6,1141.8
3277083,红霞,2612,202607241400,STS,120.4,19.7,1129.8
3277083,红霞,2612,202607241500,STS,120.1,19.7,1129.0
3277083,红霞,2612,202607241600,STS,119.9,19.8,1117.8
3277083,红霞,2612,202607241700,STS,119.6,19.9,1107.1
3277083,红霞,2612,202607241800,STS,119.4,20,1096.8
3277083,红霞,2612,202607241900,STS,119.1,20.1,1087.4
3277083,红霞,2612,202607242000,STS,118.9,20.2,1077.9
3277083,红霞,2612,202607242100,TY,118.8,20.3,1067.8
3277083,红霞,2612,202607242200,TY,118.6,20.4,1058.9
3277083,红霞,2612,202607242300,TY,118.4,20.5,1050.4
3277083,红霞,2612,202607250000,TY,118.2,20.6,1042.4
3277083,红霞,2612,202607250100,TY,118,20.7,1034.7
3277083,红霞,2612,202607250200,TY,117.5,21,1012.0
3277083,红霞,2612,202607250300,TY,117.2,21.2,997.6
3277083,红霞,2612,202607250400,TY,117.1,21.3,989.5
3277083,红霞,2612,202607250500,TY,116.9,21.4,984.4
3277083,红霞,2612,202607250600,TY,116.6,21.4,993.3
3277083,红霞,2612,202607250700,TY,116.6,21.4,993.3
3277083,红霞,2612,202607250800,TY,116.5,21.4,996.5
3277083,红霞,2612,202607250900,TY,116.4,21.5,989.3
3277083,红霞,2612,202607251000,TY,116.3,21.6,982.2
3277083,红霞,2612,202607251100,TY,116.1,21.7,978.9
3277083,红霞,2612,202607251200,TY,116,21.8,972.4
3277083,红霞,2612,202607251300,TY,115.8,21.9,969.9
3277083,红霞,2612,202607251400,STY,115.6,22,967.9
3277083,红霞,2612,202607251500,STY,115.5,22.1,962.1
3277083,红霞,2612,202607251600,STY,115.4,22.2,956.5
3277083,红霞,2612,202607251700,STY,115.3,22.2,961.0
3277083,红霞,2612,202607251800,STY,115.2,22.4,945.9
3277083,红霞,2612,202607251900,STY,115,22.5,945.7
3277083,红霞,2612,202607252000,STY,114.8,22.6,946.1
3277083,红霞,2612,202607252100,TY,114.7,22.7,941.7
3277083,红霞,2612,202607252200,TY,114.6,22.7,946.9
3277083,红霞,2612,202607252300,TY,114.5,22.8,942.9
3277083,红霞,2612,202607260000,STS,114.4,22.9,939.1
3277083,红霞,2612,202607260100,STS,114.4,23,930.0
3277083,红霞,2612,202607260200,STS,114.3,23.1,926.5
3277083,红霞,2612,202607260300,STS,114.2,23.2,923.2
3277083,红霞,2612,202607260400,STS,114.2,23.3,914.3
3277083,红霞,2612,202607260500,STS,114.1,23.5,902.7
3277083,红霞,2612,202607260600,TS,114,23.6,900.1
3277083,红霞,2612,202607260700,TS,113.9,23.7,897.7
3277083,红霞,2612,202607260800,TS,113.8,23.8,895.6
3277083,红霞,2612,202607260900,TS,113.7,23.9,893.7
3277083,红霞,2612,202607261000,TS,113.7,24,885.5
3277083,红霞,2612,202607261100,TS,113.7,24.1,877.4
3277083,红霞,2612,202607261200,TS,113.6,24.2,876.0
3277083,红霞,2612,202607261300,TS,113.6,24.4,860.2
3277083,红霞,2612,202607261400,TS,113.5,24.6,851.6
3277083,红霞,2612,202607261500,TD,113.5,24.7,844.0
3277083,红霞,2612,202607261800,TD,113.3,25.2,822.2
3277083,红霞,2612,202607262100,TD,113.4,26.3,743.0
3277083,红霞,2612,202607270000,TD,113.4,26.4,737.2
3277083,红霞,2612,202607270300,TD,113.2,26.7,737.2
3272323,海神,2611,202607130000,TS,136.7,10.6,2679.7
3272323,海神,2611,202607130300,TS,136.5,10.6,2668.1
3272323,海神,2611,202607130600,TS,136.3,10.7,2647.8
3272323,海神,2611,202607130900,TS,136.2,11.1,2606.4
3272323,海神,2611,202607131200,TS,135.9,11.7,2535.9
