tid,name,num,ts,grade,lng,lat,dist_km
3272323,海神,2611,202607131500,TS,135.4,11.8,2498.1
3272323,海神,2611,202607131800,TS,134.7,12.3,2413.4
3272323,海神,2611,202607132100,TS,135,13.2,2351.2
3272323,海神,2611,202607140000,TS,135.1,13.4,2339.7
3272323,海神,2611,202607140300,TD,135.1,14,2288.1
3257847,美莎克,2610,202607010000,TD,118.5,14.2,1744.8
3257847,美莎克,2610,202607010300,TD,118,14.5,1716.2
3257847,美莎克,2610,202607010600,TD,117.5,15,1667.1
3257847,美莎克,2610,202607010900,TD,117,15.5,1619.8
3257847,美莎克,2610,202607011200,TD,116.3,16.1,1567.9
3257847,美莎克,2610,202607011500,TD,115.9,16.6,1523.2
3257847,美莎克,2610,202607011800,TD,115.3,16.9,1507.1
3257847,美莎克,2610,202607012100,TD,114.5,17.1,1510.8
3257847,美莎克,2610,202607020000,TD,113.7,17.4,1508.5
3257847,美莎克,2610,202607020300,TD,112.5,17.8,1518.7
3257847,美莎克,2610,202607020600,TD,111.7,17.8,1556.4
3257847,美莎克,2610,202607020900,TD,111,17.8,1591.8
3257847,美莎克,2610,202607021200,TD,110.6,17.6,1631.4
3257847,美莎克,2610,202607021500,TD,110.6,16.9,1696.8
3257847,美莎克,2610,202607021800,TS,110.7,16.9,1691.7
3257847,美莎克,2610,202607021900,TS,110.7,17.1,1672.9
3257847,美莎克,2610,202607022000,TS,110.6,17.1,1678.0
3257847,美莎克,2610,202607022100,TS,110.5,17.2,1673.8
3257847,美莎克,2610,202607022200,TS,110.4,17.3,1669.8
3257847,美莎克,2610,202607022300,TS,110.3,17.3,1675.1
3257847,美莎克,2610,202607030000,TS,110.2,17.3,1680.5
3257847,美莎克,2610,202607030100,TS,110,17.2,1700.4
3257847,美莎克,2610,202607030200,TS,110,17.2,1700.4
3257847,美莎克,2610,202607030300,TS,110,17.4,1682.1
3257847,美莎克,2610,202607030400,TS,110,17.5,1673.0
3257847,美莎克,2610,202607030500,TS,110,17.5,1673.0
3257847,美莎克,2610,202607030600,TS,109.9,17.6,1669.4
3257847,美莎克,2610,202607030700,TS,109.9,17.8,1651.4
3257847,美莎克,2610,202607030800,TS,110.1,18.1,1613.1
3257847,美莎克,2610,202607030900,TS,110.1,18.2,1604.1
3257847,美莎克,2610,202607031000,TS,110.1,18.3,1595.2
3257847,美莎克,2610,202607031100,TS,110,18.5,1583.2
3257847,美莎克,2610,202607031200,TS,109.9,18.6,1580.2
3257847,美莎克,2610,202607031300,TS,109.7,18.8,1574.6
3257847,美莎克,2610,202607031400,TS,109.6,18.9,1572.1
3257847,美莎克,2610,202607031500,TS,109.4,19.3,1550.4
3257847,美莎克,2610,202607031600,TS,109.3,19.6,1531.8
3257847,美莎克,2610,202607031700,TS,109.1,19.7,1536.6
3257847,美莎克,2610,202607031800,TS,109,19.7,1543.1
3257847,美莎克,2610,202607031900,TS,108.9,19.8,1541.6
3257847,美莎克,2610,202607032000,TS,108.8,19.8,1548.3
3257847,美莎克,2610,202607032100,TS,108.7,19.9,1547.0
3257847,美莎克,2610,202607032200,TS,108.6,20,1545.8
3257847,美莎克,2610,202607032300,TS,108.5,20.1,1544.8
3257847,美莎克,2610,202607040000,TS,108.4,20.2,1544.0
3257847,美莎克,2610,202607040100,TS,108.3,20.3,1543.2
3257847,美莎克,2610,202607040200,TS,108.3,20.3,1543.2
3257847,美莎克,2610,202607040300,TS,108.1,20.2,1564.8
3257847,美莎克,2610,202607040400,TS,108.1,20.3,1557.3
3257847,美莎克,2610,202607040500,TS,108.1,20.4,1549.7
3257847,美莎克,2610,202607040600,TS,108.1,20.5,1542.2
3257847,美莎克,2610,202607040700,TS,108.1,20.6,1534.7
3257847,美莎克,2610,202607040800,TS,108.1,20.8,1519.9
3257847,美莎克,2610,202607040900,STS,108.1,20.9,1512.6
3257847,美莎克,2610,202607041000,STS,108.1,21.1,1498.1
3257847,美莎克,2610,202607041100,STS,108.1,21.2,1490.9
3257847,美莎克,2610,202607041200,STS,108.1,21.4,1476.7
3257847,美莎克,2610,202607041300,STS,108,21.5,1477.1
3257847,美莎克,2610,202607041400,STS,108,21.5,1477.1
3257847,美莎克,2610,202607041500,STS,107.9,21.5,1484.6
3257847,美莎克,2610,202607041600,STS,107.9,21.5,1484.6
3257847,美莎克,2610,202607041700,STS,107.8,21.6,1485.2
3257847,美莎克,2610,202607041800,STS,107.9,21.6,1477.7
3257847,美莎克,2610,202607041900,STS,108,21.7,1463.2
3257847,美莎克,2610,202607042000,STS,108.1,21.8,1448.8
3257847,美莎克,2610,202607042100,STS,108,22,1442.8
3257847,美莎克,2610,202607042200,STS,108,22.1,1436.1
3257847,美莎克,2610,202607042300,STS,108,22.2,1429.5
3257847,美莎克,2610,202607050000,STS,108,22.3,1422.9
3257847,美莎克,2610,202607050100,STS,108,22.4,1416.4
3257847,美莎克,2610,202607050200,TS,108,22.4,1416.4
3257847,美莎克,2610,202607050300,TS,108.2,22.6,1387.8
3257847,美莎克,2610,202607050400,TS,108.2,22.7,1381.4
3257847,美莎克,2610,202607050500,TS,108.3,22.8,1367.1
3257847,美莎克,2610,202607050600,TS,108.4,22.9,1352.9
3257847,美莎克,2610,202607050700,TS,108.5,23.1,1332.3
3257847,美莎克,2610,202607050800,TS,108.5,23.2,1326.1
3257847,美莎克,2610,202607050900,TS,108.5,23.4,1313.8
3257847,美莎克,2610,202607051000,TS,108.6,23.6,1293.7
3257847,美莎克,2610,202607051100,TS,108.7,23.7,1279.6
3257847,美莎克,2610,202607051200,TS,108.7,23.8,1273.7
3257847,美莎克,2610,202607051300,TS,108.7,24,1262.1
3257847,美莎克,2610,202607051400,TS,108.8,24.3,1236.9
3257847,美莎克,2610,202607051500,TS,108.9,24.5,1217.6
3257847,美莎克,2610,202607051600,TS,108.9,24.7,1206.9
3257847,美莎克,2610,202607051700,TS,109,24.8,1193.1
3257847,美莎克,2610,202607051800,TS,109,25,1182.8
3257847,美莎克,2610,202607051900,TS,109,25.2,1172.8
3257847,美莎克,2610,202607052000,TS,109.1,25.5,1149.8
3257847,美莎克,2610,202607052100,TD,109.1,25.5,1149.8
3257847,美莎克,2610,202607060000,TD,109.6,25.8,1092.1
3257847,美莎克,2610,202607060300,TD,110.2,26.3,1016.9
3257847,美莎克,2610,202607060600,TD,110.7,26.9,947.6
3257847,美莎克,2610,202607060900,TD,111.2,28,865.6
3257931,巴威,2609,202607020000,TS,160.1,11,4397.4
3257931,巴威,2609,202607020300,TS,159.4,11.5,4311.8
3257931,巴威,2609,202607020600,TS,159,11.6,4272.6
3257931,巴威,2609,202607020900,STS,158.6,11.7,4233.5
3257931,巴威,2609,202607021200,STS,158.2,11.9,4189.0
3257931,巴威,2609,202607021500,STS,157.4,12.3,4100.2
3257931,巴威,2609,202607021800,STS,156.8,12.6,4033.5
3257931,巴威,2609,202607022100,STS,156.1,12.7,3969.1
3257931,巴威,2609,202607030000,TY,155.3,13,3885.5
3257931,巴威,2609,202607030300,TY,154.8,12.9,3848.8
3257931,巴威,2609,202607030600,STY,154.2,12.9,3798.6
3257931,巴威,2609,202607030900,STY,153.6,12.9,3748.5
3257931,巴威,2609,202607031200,STY,153.2,12.8,3720.9
3257931,巴威,2609,202607031500,STY,152.8,12.7,3693.6
3257931,巴威,2609,202607031800,SuperTY,152.3,12.7,3652.4
3257931,巴威,2609,202607032100,SuperTY,151.8,12.7,3611.5
3257931,巴威,2609,202607040000,SuperTY,151.6,12.6,3601.0
3257931,巴威,2609,202607040300,SuperTY,151.3,12.6,3576.6
3257931,巴威,2609,202607040600,SuperTY,150.9,12.5,3550.2
3257931,巴威,2609,202607040900,SuperTY,150.7,12.5,3534.0
3257931,巴威,2609,202607041200,SuperTY,150.3,12.6,3495.7
3257931,巴威,2609,202607041500,SuperTY,149.9,12.7,3457.5
3257931,巴威,2609,202607041800,SuperTY,149.6,12.7,3433.4
3257931,巴威,2609,202607042100,SuperTY,149.2,12.8,3395.2
3257931,巴威,2609,202607050000,SuperTY,149,12.8,3379.3
3257931,巴威,2609,202607050300,SuperTY,148.7,13.1,3336.7
3257931,巴威,2609,202607050600,SuperTY,148.2,13.4,3278.2
3257931,巴威,2609,202607050900,SuperTY,147.7,13.5,3232.1
3257931,巴威,2609,202607051200,SuperTY,147.1,13.7,3171.9
3257931,巴威,2609,202607051500,SuperTY,146.6,13.7,3132.3
3257931,巴威,2609,202607051800,SuperTY,146.2,13.9,3088.1
3257931,巴威,2609,202607052100,SuperTY,145.7,14.1,3035.9
3257931,巴威,2609,202607060000,SuperTY,145.1,14.3,2976.0
3257931,巴威,2609,202607060300,SuperTY,144.6,14.6,2917.5
3257931,巴威,2609,202607060600,SuperTY,144.2,14.8,2873.2
3257931,巴威,2609,202607060900,SuperTY,143.4,15.1,2791.3
3257931,巴威,2609,202607061200,SuperTY,142.8,15.4,2725.0
3257931,巴威,2609,202607061500,SuperTY,142,15.7,2643.2
3257931,巴威,2609,202607061800,SuperTY,141.2,15.8,2575.0
3257931,巴威,2609,202607062100,SuperTY,140.6,16,2515.7
3257931,巴威,2609,202607070000,SuperTY,139.9,16.2,2448.9
3257931,巴威,2609,202607070300,SuperTY,139.2,16.3,2389.4
3257931,巴威,2609,202607070600,SuperTY,138.4,16.5,2315.8
3257931,巴威,2609,202607070900,SuperTY,137.7,16.7,2250.0
3257931,巴威,2609,202607071200,SuperTY,136.6,16.8,2163.2
3257931,巴威,2609,202607071500,SuperTY,136,16.8,2120.7
3257931,巴威,2609,202607071800,SuperTY,135.2,16.8,2065.2
3257931,巴威,2609,202607072100,SuperTY,134.9,16.8,2044.8
3257931,巴威,2609,202607080000,SuperTY,134.1,16.9,1983.2
3257931,巴威,2609,202607080300,SuperTY,133.5,16.9,1943.9
3257931,巴威,2609,202607080600,SuperTY,133.1,16.9,1918.2
3257931,巴威,2609,202607080900,SuperTY,132.5,17.1,1863.6
3257931,巴威,2609,202607081200,SuperTY,131.9,17.3,1809.5
3257931,巴威,2609,202607081500,SuperTY,131.4,17.5,1761.9
3257931,巴威,2609,202607081800,SuperTY,130.9,17.7,1714.6
3257931,巴威,2609,202607082100,SuperTY,130.5,17.9,1673.5
3257931,巴威,2609,202607090000,SuperTY,130,18.3,1609.0
3257931,巴威,2609,202607090300,SuperTY,129.5,18.4,1571.5
3257931,巴威,2609,202607090600,SuperTY,128.9,18.7,1510.9
3257931,巴威,2609,202607090900,SuperTY,128.9,18.7,1510.9
3257931,巴威,2609,202607091200,STY,128.8,18.8,1496.3
3257931,巴威,2609,202607091500,STY,128.5,19.4,1425.2
3257931,巴威,2609,202607091800,STY,128.2,19.9,1363.2
3257931,巴威,2609,202607092100,STY,128,20.4,1307.0
3257931,巴威,2609,202607100000,STY,127.6,20.8,1248.5
3257931,巴威,2609,202607100300,TY,127.3,21.1,1204.5
3257931,巴威,2609,202607100600,TY,126.9,21.8,1119.2
3257931,巴威,2609,202607100700,TY,126.8,21.9,1104.5
3257931,巴威,2609,202607100800,TY,126.7,22.1,1081.0
3257931,巴威,2609,202607100900,TY,126.6,22.2,1066.3
3257931,巴威,2609,202607101000,TY,126.4,22.4,1037.0
3257931,巴威,2609,202607101100,TY,126.2,22.6,1007.7
3257931,巴威,2609,202607101200,TY,126.2,22.7,998.8
3257931,巴威,2609,202607101300,TY,126,22.8,978.4
3257931,巴威,2609,202607101400,TY,125.9,23,954.8
3257931,巴威,2609,202607101500,TY,125.8,23.1,940.2
3257931,巴威,2609,202607101600,STY,125.6,23.3,910.9
3257931,巴威,2609,202607101700,STY,125.5,23.5,887.4
3257931,巴威,2609,202607101800,STY,125.3,23.7,858.0
3257931,巴威,2609,202607101900,STY,125.1,23.9,828.7
3257931,巴威,2609,202607102000,STY,125.1,24,819.9
3257931,巴威,2609,202607102100,STY,125,24.2,796.4
3257931,巴威,2609,202607102200,STY,124.9,24.4,773.0
3257931,巴威,2609,202607102300,STY,124.8,24.7,741.0
3257931,巴威,2609,202607110000,STY,124.6,24.9,711.6
3257931,巴威,2609,202607110100,STY,124.5,25.2,679.9
3257931,巴威,2609,202607110200,STY,124.4,25.5,648.4
3257931,巴威,2609,202607110300,TY,124.1,25.7,612.7
3257931,巴威,2609,202607110400,TY,123.6,26.4,522.6
3257931,巴威,2609,202607110500,TY,123.6,26.4,522.6
3257931,巴威,2609,202607110600,TY,123.3,26.6,486.8
3257931,巴威,2609,202607110700,TY,123,26.8,451.0
3257931,巴威,2609,202607110800,TY,122.7,27,415.4
3257931,巴威,2609,202607110900,TY,122.4,27.2,379.9
3257931,巴威,2609,202607111000,TY,122.2,27.2,368.2
3257931,巴威,2609,202607111100,TY,122,27.2,357.1
3257931,巴威,2609,202607111200,TY,121.9,27.4,333.4
3257931,巴威,2609,202607111300,TY,121.7,27.6,304.2
3257931,巴威,2609,202607111400,TY,121.5,27.8,275.0
3257931,巴威,2609,202607111500,TY,121.4,28,251.2
3257931,巴威,2609,202607111600,TY,121.1,28.3,207.5
3257931,巴威,2609,202607111700,TY,120.8,28.5,173.6
3257931,巴威,2609,202607111800,TY,120.6,28.6,155.0
3257931,巴威,2609,202607111900,TY,120.4,28.7,137.5
3257931,巴威,2609,202607112000,TY,120.2,29,100.0
3257931,巴威,2609,202607112100,STS,120,29.3,63.6
3257931,巴威,2609,202607112200,STS,119.9,29.5,41.2
3257931,巴威,2609,202607112300,STS,119.8,29.8,14.7
3257931,巴威,2609,202607120000,STS,119.8,29.9,12.9
3257931,巴威,2609,202607120100,STS,119.5,30.2,55.3
3257931,巴威,2609,202607120200,STS,119.3,30.3,77.2
3257931,巴威,2609,202607120300,STS,119.1,30.6,113.8
3257931,巴威,2609,202607120400,STS,118.9,30.7,135.3
3257931,巴威,2609,202607120500,STS,118.8,30.9,157.8
3257931,巴威,2609,202607120600,STS,118.6,31.1,187.2
3257931,巴威,2609,202607120700,TS,118.5,31.2,201.8
3257931,巴威,2609,202607120800,TS,118.4,31.4,224.8
3257931,巴威,2609,202607120900,TS,118.3,31.4,231.2
3257931,巴威,2609,202607121000,TS,118.2,31.6,254.2
3257931,巴威,2609,202607121100,TS,118,31.7,275.3
3257931,巴威,2609,202607121200,TS,118,31.8,283.6
3257931,巴威,2609,202607121300,TS,118,31.9,292.0
3257931,巴威,2609,202607121400,TS,118,31.9,292.0
3257931,巴威,2609,202607121500,TS,117.9,32,306.7
3257931,巴威,2609,202607121600,TS,117.8,32.1,321.4
3257931,巴威,2609,202607121700,TS,117.7,32.2,336.1
3257931,巴威,2609,202607121800,TS,117.8,32.5,356.7
3257931,巴威,2609,202607121900,TS,117.7,32.6,371.3
3257931,巴威,2609,202607122000,TS,117.8,32.8,384.5
3257931,巴威,2609,202607122100,TS,117.8,33,403.4
3257931,巴威,2609,202607122200,TS,117.8,33.3,432.4
3257931,巴威,2609,202607122300,TS,117.8,33.3,432.4
3257931,巴威,2609,202607130000,TS,118,33.6,453.8
3257931,巴威,2609,202607130100,TS,118,33.6,453.8
3257931,巴威,2609,202607130200,TS,118,33.7,463.9
3257931,巴威,2609,202607130300,TS,118.1,33.8,470.5
3257931,巴威,2609,202607130400,TS,118.1,33.9,480.8
3257931,巴威,2609,202607130500,TS,118.2,34,487.7
3257931,巴威,2609,202607130600,TS,118.2,34.2,508.7
3257931,巴威,2609,202607130700,TS,118.2,34.3,519.2
3257931,巴威,2609,202607130800,TS,118.3,34.3,516.2
3257931,巴威,2609,202607130900,TS,118.3,34.4,526.7
3257931,巴威,2609,202607131000,TS,118.6,34.5,529.6
3257931,巴威,2609,202607131100,TS,118.7,34.7,549.0
3257931,巴威,2609,202607131200,TS,118.8,34.7,547.1
3257931,巴威,2609,202607131300,TS,118.9,34.8,556.1
3257931,巴威,2609,202607131400,TS,119.1,35,575.0
3257931,巴威,2609,202607131500,TS,119.3,35.2,594.7
3257931,巴威,2609,202607131600,TS,119.4,35.3,604.9
3257931,巴威,2609,202607131700,TS,119.5,35.6,637.4
3257931,巴威,2609,202607131800,TS,119.7,35.8,658.6
3257931,巴威,2609,202607131900,TS,119.9,36,680.4
3257931,巴威,2609,202607132000,TS,120,36.2,702.7
3257931,巴威,2609,202607132100,TS,120.1,36.3,713.9
3257931,巴威,2609,202607132200,TS,120.3,36.4,725.7
3257931,巴威,2609,202607132300,TS,120.5,36.7,760.1
3257931,巴威,2609,202607140000,TS,120.6,36.8,771.9
3257931,巴威,2609,202607140100,TS,121,36.9,787.1
3257931,巴威,2609,202607140200,TS,121.2,37,800.8
3257931,巴威,2609,202607140300,TS,121.5,37.1,816.6
3257931,巴威,2609,202607140400,TS,121.7,37.4,853.0
3257931,巴威,2609,202607140500,TS,122.2,37.5,874.7
3257931,巴威,2609,202607140600,TS,122.4,37.6,890.4
3257931,巴威,2609,202607140700,TS,122.8,37.7,912.0
3257931,巴威,2609,202607140800,TS,123.2,38,955.7
3257931,巴威,2609,202607140900,TS,123.8,38.1,986.6
3257931,巴威,2609,202607141000,TS,124.1,38.2,1008.0
3257931,巴威,2609,202607141100,TS,124.8,38.4,1056.5
3252248,海高斯,2608,202606230000,TS,145.9,15.4,2971.3
3252248,海高斯,2608,202606230300,TS,145.3,15.4,2922.8
3252248,海高斯,2608,202606230600,TS,144.9,15.4,2890.8
3252248,海高斯,2608,202606230900,TS,144.6,15.4,2866.8
3252248,海高斯,2608,202606231200,TS,144.1,15.7,2808.3
3252248,海高斯,2608,202606231500,TS,144,15.7,2800.3
3252248,海高斯,2608,202606231800,TS,143.6,15.7,2768.5
3252248,海高斯,2608,202606232100,TS,142.4,15.7,2674.3
3252248,海高斯,2608,202606240000,TS,141.9,15.7,2635.5
3252248,海高斯,2608,202606240300,TS,141.5,15.9,2591.4
3252248,海高斯,2608,202606240600,TS,140.8,15.9,2537.7
3252248,海高斯,2608,202606240900,TS,140,15.9,2477.2
3252248,海高斯,2608,202606241200,TS,139.5,16.2,2418.8
3252248,海高斯,2608,202606241500,TS,139,16.5,2360.5
3252248,海高斯,2608,202606241800,TS,137.9,17.2,2229.3
3252248,海高斯,2608,202606242100,TS,137.7,17.3,2207.3
3252248,海高斯,2608,202606250000,TS,137,17.4,2148.4
3252248,海高斯,2608,202606250300,TS,136.5,17.9,2075.9
3252248,海高斯,2608,202606250600,TS,135.3,19.4,1881.3
3252248,海高斯,2608,202606250900,TS,135,19.8,1831.3
3252248,海高斯,2608,202606251200,TS,134.5,20.6,1739.4
3252248,海高斯,2608,202606251500,TS,134.2,21.7,1645.9
3252248,海高斯,2608,202606251800,TS,134,22.8,1565.2
3252248,海高斯,2608,202606252100,TS,133.8,23.1,1532.0
3252248,海高斯,2608,202606260000,TS,133.5,23.4,1490.6
3252248,海高斯,2608,202606260300,TS,133.7,24.8,1440.0
3252248,海高斯,2608,202606260600,TS,134.3,27.6,1405.9
3252248,海高斯,2608,202606260900,TS,134.4,29.1,1395.4
3252248,海高斯,2608,202606261200,TS,135.2,30.3,1470.6
3252248,海高斯,2608,202606261500,TS,136,31.1,1552.8
3252248,海高斯,2608,202606261800,TS,137.2,32.1,1680.6
3252248,海高斯,2608,202606262100,TS,138.9,33.9,1879.9
3248485,米克拉,2607,202606191800,TS,138.8,14,2530.2
3248485,米克拉,2607,202606192100,TS,138.2,14.1,2481.3
3248485,米克拉,2607,202606200000,TS,137.7,14.4,2423.7
3248485,米克拉,2607,202606200300,TS,137.1,14.6,2367.3
3248485,米克拉,2607,202606200600,TS,136.5,14.6,2327.4
3248485,米克拉,2607,202606200900,TS,136,14.8,2278.3
3248485,米克拉,2607,202606201200,TS,135.5,14.9,2237.7
3248485,米克拉,2607,202606201500,STS,134.6,14.9,2180.6
3248485,米克拉,2607,202606201800,STS,134,14.9,2143.7
3248485,米克拉,2607,202606202100,STS,133.4,15,2098.9
3248485,米克拉,2607,202606210000,STS,133.1,15.3,2054.9
3248485,米克拉,2607,202606210300,STS,132.5,15.6,1993.2
3248485,米克拉,2607,202606210600,STS,131.9,16,1923.0
3248485,米克拉,2607,202606210900,TY,131,16.3,1845.1
3248485,米克拉,2607,202606211200,TY,130.5,16.6,1790.2
3248485,米克拉,2607,202606211500,TY,129.7,16.9,1719.6
3248485,米克拉,2607,202606211800,TY,129,17,1674.2
3248485,米克拉,2607,202606212100,TY,128.2,17.3,1606.4
3248485,米克拉,2607,202606220000,STY,127.9,17.4,1582.5
3248485,米克拉,2607,202606220300,SuperTY,127.6,17.6,1549.2
3248485,米克拉,2607,202606220600,SuperTY,126.9,18,1478.5
3248485,米克拉,2607,202606220900,SuperTY,126.6,18,1465.7
3248485,米克拉,2607,202606221200,SuperTY,126.2,18.1,1439.1
3248485,米克拉,2607,202606221500,SuperTY,125.8,18.2,1413.2
3248485,米克拉,2607,202606221800,SuperTY,125.6,18.4,1385.2
3248485,米克拉,2607,202606222100,SuperTY,125.4,18.5,1367.5
3248485,米克拉,2607,202606230000,SuperTY,125.2,18.8,1329.4
3248485,米克拉,2607,202606230300,STY,125,19.1,1291.2
3248485,米克拉,2607,202606230600,STY,124.7,19.2,1270.3
3248485,米克拉,2607,202606230900,STY,124.7,19.3,1259.9
3248485,米克拉,2607,202606231200,STY,124.7,19.5,1239.3
3248485,米克拉,2607,202606231500,STY,124.6,19.8,1204.8
3248485,米克拉,2607,202606231800,STY,124.5,20.1,1170.3
3248485,米克拉,2607,202606232100,TY,124.5,20.5,1129.3
3248485,米克拉,2607,202606240000,TY,124.5,20.8,1098.7
3248485,米克拉,2607,202606240100,TY,124.5,21,1078.4
3248485,米克拉,2607,202606240200,TY,124.5,21.1,1068.2
3248485,米克拉,2607,202606240300,TY,124.5,21.2,1058.1
3248485,米克拉,2607,202606240400,TY,124.5,21.3,1048.1
3248485,米克拉,2607,202606240500,TY,124.5,21.4,1038.0
3248485,米克拉,2607,202606240600,TY,124.5,21.4,1038.0
3248485,米克拉,2607,202606240700,TY,124.5,21.5,1027.9
3248485,米克拉,2607,202606240800,TY,124.5,21.6,1017.9
3248485,米克拉,2607,202606240900,TY,124.6,21.7,1012.2
3248485,米克拉,2607,202606241000,TY,124.6,21.8,1002.2
3248485,米克拉,2607,202606241100,TY,124.6,21.9,992.3
3248485,米克拉,2607,202606241200,TY,124.6,21.9,992.3
3248485,米克拉,2607,202606241300,TY,124.7,22.1,977.1
3248485,米克拉,2607,202606241400,TY,124.7,22.2,967.3
3248485,米克拉,2607,202606241500,TY,124.7,22.3,957.5
3248485,米克拉,2607,202606241600,TY,124.7,22.5,938.1
3248485,米克拉,2607,202606241700,STS,124.7,22.8,909.2
3248485,米克拉,2607,202606241800,STS,124.7,22.8,909.2
3248485,米克拉,2607,202606241900,STS,124.8,22.8,914.1
3248485,米克拉,2607,202606242000,STS,124.9,22.9,909.6
3248485,米克拉,2607,202606242100,STS,124.9,23.1,890.8
3248485,米克拉,2607,202606242200,STS,125,23.2,886.7
3248485,米克拉,2607,202606242300,STS,125,23.4,868.3
3248485,米克拉,2607,202606250000,STS,125,23.4,868.3
3248485,米克拉,2607,202606250100,STS,125.1,23.4,873.7
3248485,米克拉,2607,202606250200,STS,125.2,23.5,870.2
3248485,米克拉,2607,202606250300,STS,125.3,23.6,866.9
3248485,米克拉,2607,202606250400,STS,125.4,23.7,863.9
3248485,米克拉,2607,202606250500,STS,125.5,23.8,861.1
3248485,米克拉,2607,202606250600,STS,125.7,24,856.2
3248485,米克拉,2607,202606250700,STS,125.9,24.2,852.2
3248485,米克拉,2607,202606250800,STS,125.9,24.4,836.0
3248485,米克拉,2607,202606250900,STS,125.9,24.6,820.0
3248485,米克拉,2607,202606251000,STS,126,24.8,811.2
3248485,米克拉,2607,202606251100,STS,126.1,24.8,818.2
3248485,米克拉,2607,202606251200,STS,126.3,24.9,824.8
3248485,米克拉,2607,202606251300,STS,126.4,25.1,817.4
3248485,米克拉,2607,202606251400,STS,126.5,25.3,810.7
3248485,米克拉,2607,202606251500,STS,126.5,25.6,790.3
3248485,米克拉,2607,202606251600,STS,126.5,25.9,770.8
3248485,米克拉,2607,202606251700,STS,126.6,26.3,754.5
3248485,米克拉,2607,202606251800,STS,126.6,26.6,737.5
3248485,米克拉,2607,202606251900,STS,126.8,26.8,743.9
3248485,米克拉,2607,202606252000,STS,126.9,26.9,747.5
3248485,米克拉,2607,202606252100,STS,127,27,751.4
3248485,米克拉,2607,202606260000,STS,127,27.4,733.7
3248485,米克拉,2607,202606260300,STS,127.5,27.6,771.0
3248485,米克拉,2607,202606260600,TS,127.9,28,794.7
3248485,米克拉,2607,202606260900,TS,128.4,28.2,836.1
3248485,米克拉,2607,202606261200,TS,129,28.4,888.1
3248485,米克拉,2607,202606261500,TS,130,28.9,975.2
3248485,米克拉,2607,202606261800,TS,131.1,29.4,1076.4
3248485,米克拉,2607,202606262100,TS,132.1,30.3,1172.4
3248485,米克拉,2607,202606270000,TS,133.6,31.7,1331.4
3248485,米克拉,2607,202606270300,TS,134.6,32.4,1439.7
3248485,米克拉,2607,202606270600,TS,136.6,33.3,1649.1
3248485,米克拉,2607,202606270900,TS,139.2,34.2,1916.1
3246403,热带低压,20260007,202606040900,TD,118.8,19.9,1112.0
3246403,热带低压,20260007,202606041200,TD,119.2,20.5,1042.4
3246403,热带低压,20260007,202606041500,TD,119.2,21.7,909.6
3246403,热带低压,20260007,202606041800,TD,119.9,22,873.6
3246403,热带低压,20260007,202606042100,TD,120.2,22,874.0
3246403,热带低压,20260007,202606050000,TD,120.5,22.5,819.9
3246403,热带低压,20260007,202606050300,TD,120.5,22.6,808.8
3246403,热带低压,20260007,202606050600,TD,120.6,23.5,710.0
3246403,热带低压,20260007,202606050900,TD,122.2,24.6,624.4
3246403,热带低压,20260007,202606051200,TD,122.5,24.8,614.7
3246403,热带低压,20260007,202606051500,TD,122.7,25.1,592.8
3246403,热带低压,20260007,202606051800,TD,122.8,25.6,548.6
3246403,热带低压,20260007,202606052100,TD,122.9,25.8,534.6
3246403,热带低压,20260007,202606060000,TD,122.9,25.8,534.6
3246403,热带低压,20260007,202606060300,TD,123.8,26.2,552.0
3246403,热带低压,20260007,202606060600,TD,124.7,26.7,578.5
3246403,热带低压,20260007,202606060900,TD,125.6,27.4,610.8
3246403,热带低压,20260007,202606061200,TD,126.2,27.9,641.9
3246403,热带低压,20260007,202606061500,TD,127,28.5,697.3
3246403,热带低压,20260007,202606061800,TD,128,29.1,781.5
3246403,热带低压,20260007,202606062100,TD,129.5,30.5,923.8
3240142,蔷薇,2606,202605270000,TS,136.6,8.5,2863.8
3240142,蔷薇,2606,202605270300,TS,137.3,9.7,2794.3
3240142,蔷薇,2606,202605270600,TS,137.2,9.7,2788.5
3240142,蔷薇,2606,202605270900,TS,137.1,9.9,2765.0
3240142,蔷薇,2606,202605271200,TS,136.8,10.1,2729.9
3240142,蔷薇,2606,202605271500,TS,136.8,11,2650.3
3240142,蔷薇,2606,202605271800,TS,136.6,11.3,2612.2
3240142,蔷薇,2606,202605272100,TS,136.3,11.9,2541.9
3240142,蔷薇,2606,202605280000,TS,136.1,12.3,2495.2
3240142,蔷薇,2606,202605280300,TS,135.9,12.7,2448.5
3240142,蔷薇,2606,202605280600,TS,135.9,13,2422.7
3240142,蔷薇,2606,202605280900,TS,135.8,13.1,2408.0
3240142,蔷薇,2606,202605281200,TS,135.8,13.4,2382.4
3240142,蔷薇,2606,202605281500,TS,135.3,13.9,2308.9
3240142,蔷薇,2606,202605281800,TS,134.8,14,2269.7
3240142,蔷薇,2606,202605282100,TS,134.4,14.6,2193.8
3240142,蔷薇,2606,202605290000,TS,134,15,2135.1
3240142,蔷薇,2606,202605290300,TS,133,15.5,2031.5
3240142,蔷薇,2606,202605290600,TS,132.7,15.6,2004.9
3240142,蔷薇,2606,202605290900,TS,132.4,15.9,1960.9
3240142,蔷薇,2606,202605291200,TS,131.7,16.2,1893.6
